instrument_id,asset_class,sub_asset_class,desk,book,notional,direction,maturity,currency,geography
INS-000760,Commodities,Macro,HY Credit,BOOK-031,9289318.20268693,1,2031-07-05 09:48:00.258077,AUD,US
INS-000761,FX,Flow,IG Credit,BOOK-024,5068667.916898966,-1,2030-10-07 09:48:00.258077,USD,APAC
INS-000762,Credit,Flow,Prime Finance,BOOK-043,4537314.891741861,-1,2033-04-27 09:48:00.258077,CNY,APAC
INS-000763,Volatility,Flow,Volatility Trading,BOOK-073,12440971.842077998,-1,2028-08-29 09:48:00.258077,JPY,APAC
INS-000764,Volatility,Credit,Cross-Asset Vol,BOOK-018,5107542.332904714,1,2033-02-09 09:48:00.258077,USD,EMEA
INS-000765,Equities,Options,Commodities,BOOK-098,10365266.597629368,-1,2030-07-28 09:48:00.258077,CHF,APAC
INS-000766,Commodities,Commod,Prime Finance,BOOK-043,7796050.803591303,-1,2032-11-01 09:48:00.258077,CHF,APAC
INS-000767,Credit,Flow,EM Credit,BOOK-016,6449699.854099571,1,2030-05-10 09:48:00.258077,JPY,APAC
INS-000768,Equities,Commod,Commodities,BOOK-008,7387927.789174484,-1,2029-12-25 09:48:00.258077,CAD,APAC
INS-000769,Rates,Macro,Cash Equities,BOOK-086,4247263.758671722,-1,2028-04-26 09:48:00.258077,CHF,EMEA
INS-000770,Equities,Options,XVA,BOOK-012,7465614.050976924,-1,2034-05-29 09:48:00.258077,EUR,APAC
INS-000771,Credit,Credit,Equity Derivatives,BOOK-042,4793149.2152601015,1,2026-11-16 09:48:00.258077,CHF,APAC
INS-000772,Volatility,Options,Rates Macro,BOOK-067,6511390.514215036,-1,2028-07-15 09:48:00.258077,GBP,LATAM
INS-000773,Rates,Commod,Structured Solutions,BOOK-052,9813248.90992394,-1,2030-06-04 09:48:00.258077,USD,EMEA
INS-000774,Commodities,Flow,XVA,BOOK-027,8135476.691394144,-1,2027-09-27 09:48:00.258077,GBP,EMEA
INS-000775,Volatility,Macro,Rates Exotics,BOOK-011,3794573.752798696,1,2035-04-13 09:48:00.258077,CNY,APAC
INS-000776,Volatility,Credit,EM Credit,BOOK-072,9628720.317284675,1,2029-08-13 09:48:00.258077,CHF,APAC
INS-000777,Equities,Macro,Municipal,BOOK-050,7482250.595227144,1,2028-08-06 09:48:00.258077,GBP,EMEA
INS-000778,Rates,Credit,Cross-Asset Vol,BOOK-005,6144536.8289766535,-1,2028-09-16 09:48:00.258077,GBP,US
INS-000779,FX,Credit,Commodities,BOOK-019,9366690.759772327,1,2028-02-04 09:48:00.258077,AUD,APAC
INS-000780,Volatility,Commod,Equity Derivatives,BOOK-057,7081982.907557494,1,2032-10-07 09:48:00.258077,CAD,APAC
INS-000781,Volatility,Options,Volatility Trading,BOOK-017,4585846.650235718,-1,2030-12-19 09:48:00.258077,AUD,LATAM
INS-000782,Credit,Commod,G10 FX,BOOK-040,12119524.278624011,1,2028-06-26 09:48:00.258077,CHF,APAC
INS-000783,Rates,Macro,EM Credit,BOOK-013,7456781.39277253,-1,2034-11-07 09:48:00.258077,CNY,APAC
INS-000784,Rates,Options,FX Options,BOOK-080,7296536.988794457,-1,2032-09-13 09:48:00.258077,CAD,US
INS-000785,Equities,Macro,Volatility Trading,BOOK-064,6487237.070673525,1,2030-03-10 09:48:00.258077,JPY,EMEA
INS-000786,Credit,Credit,Volatility Trading,BOOK-079,10449914.348643973,-1,2031-04-13 09:48:00.258077,GBP,US
INS-000787,Rates,Credit,Prime Finance,BOOK-006,6187803.729644899,-1,2032-09-12 09:48:00.258077,USD,APAC
INS-000788,Commodities,Commod,Volatility Trading,BOOK-038,3637550.3529709885,-1,2027-09-15 09:48:00.258077,AUD,APAC
INS-000789,Credit,Credit,Municipal,BOOK-027,5803305.845260054,-1,2034-03-17 09:48:00.258077,CNY,LATAM
INS-000790,Rates,Flow,Cross-Asset Vol,BOOK-063,10816936.501136981,1,2028-10-03 09:48:00.258077,CAD,APAC
INS-000791,Rates,Macro,XVA,BOOK-083,9580330.403642794,-1,2026-06-28 09:48:00.258077,JPY,LATAM
INS-000792,Equities,Commod,EM Rates,BOOK-023,6862460.8683503475,-1,2031-05-14 09:48:00.258077,EUR,APAC
INS-000793,Commodities,Options,Securitized Products,BOOK-077,10933137.854101185,-1,2034-11-18 09:48:00.258077,CAD,LATAM
INS-000794,Commodities,Macro,Cash Equities,BOOK-059,9369855.572054707,-1,2033-06-17 09:48:00.258077,EUR,EMEA
INS-000795,Equities,Commod,Rates Macro,BOOK-083,6833526.590913483,-1,2029-04-02 09:48:00.258077,CHF,APAC
INS-000796,FX,Commod,HY Credit,BOOK-009,7085225.3622473,-1,2030-02-21 09:48:00.258077,GBP,APAC
INS-000797,Volatility,Options,EM Credit,BOOK-100,8323294.3298635855,1,2032-02-07 09:48:00.258077,AUD,APAC
INS-000798,Equities,Credit,G10 FX,BOOK-044,5420282.625840461,1,2028-07-02 09:48:00.258077,CNY,APAC
INS-000799,FX,Macro,Structured Solutions,BOOK-029,7511262.663773377,1,2034-04-28 09:48:00.258077,EUR,LATAM
INS-000800,Equities,Macro,EM FX,BOOK-019,8271283.411533226,-1,2029-02-13 09:48:00.258077,GBP,US
INS-000801,Rates,Flow,Commodities,BOOK-099,3282584.4034786504,1,2028-05-05 09:48:00.258077,CNY,EMEA
INS-000802,FX,Credit,G10 FX,BOOK-089,7026699.193580255,-1,2027-02-20 09:48:00.258077,USD,APAC
INS-000803,Credit,Macro,Prime Finance,BOOK-014,6742359.536585779,-1,2033-01-24 09:48:00.258077,CHF,APAC
INS-000804,Volatility,Macro,Municipal,BOOK-045,10070170.049900806,-1,2026-06-12 09:48:00.258077,EUR,APAC
INS-000805,Commodities,Credit,Securitized Products,BOOK-074,2888757.515472415,-1,2034-03-06 09:48:00.258077,JPY,US
INS-000806,Commodities,Credit,Prime Finance,BOOK-060,6546234.950740723,1,2035-11-03 09:48:00.258077,USD,LATAM
INS-000807,Credit,Credit,Equity Derivatives,BOOK-019,6295613.381588533,1,2027-04-19 09:48:00.258077,EUR,APAC
INS-000808,Rates,Credit,Structured Solutions,BOOK-037,9900177.409804001,-1,2027-02-25 09:48:00.258077,JPY,EMEA
INS-000809,Equities,Commod,Rates Exotics,BOOK-037,7391133.576587768,1,2035-06-16 09:48:00.258077,USD,LATAM
INS-000810,Volatility,Credit,HY Credit,BOOK-029,11990236.614130924,1,2027-06-08 09:48:00.258077,AUD,EMEA
INS-000811,Rates,Options,Volatility Trading,BOOK-097,9155533.454765966,-1,2030-03-27 09:48:00.258077,CHF,US
INS-000812,Volatility,Commod,FX Options,BOOK-021,6474442.514526202,1,2034-10-29 09:48:00.258077,JPY,LATAM
INS-000813,Commodities,Flow,Rates Exotics,BOOK-071,8099146.741397397,-1,2027-07-29 09:48:00.258077,JPY,EMEA
INS-000814,FX,Macro,Municipal,BOOK-092,6614827.976576354,1,2032-10-08 09:48:00.258077,AUD,LATAM
INS-000815,Commodities,Credit,Commodities,BOOK-080,9648490.22622605,1,2029-12-27 09:48:00.258077,AUD,APAC
INS-000816,Volatility,Flow,EM Credit,BOOK-080,4169505.7167724697,-1,2030-07-08 09:48:00.258077,USD,US
INS-000817,Rates,Commod,Structured Solutions,BOOK-016,5440760.0585716665,-1,2035-06-04 09:48:00.258077,CAD,EMEA
INS-000818,Rates,Options,Structured Solutions,BOOK-014,8639224.796387304,-1,2032-08-17 09:48:00.258077,JPY,LATAM
INS-000819,Credit,Commod,Prime Finance,BOOK-079,10564391.121809052,1,2029-05-12 09:48:00.258077,AUD,LATAM
INS-000820,Volatility,Macro,Municipal,BOOK-075,1995078.509652003,1,2035-06-18 09:48:00.258077,AUD,US
INS-000821,Rates,Credit,G10 FX,BOOK-075,10936178.03997604,-1,2031-12-14 09:48:00.258077,CAD,LATAM
INS-000822,Credit,Options,Volatility Trading,BOOK-042,7149662.178929985,1,2027-03-07 09:48:00.258077,CAD,LATAM
INS-000823,Rates,Options,Rates Macro,BOOK-053,2790312.5951570924,1,2030-02-01 09:48:00.258077,EUR,APAC
INS-000824,Credit,Flow,Volatility Trading,BOOK-002,250000.0,1,2028-08-11 09:48:00.258077,AUD,US
INS-000825,Credit,Commod,Municipal,BOOK-030,3676534.835479301,-1,2032-07-24 09:48:00.258077,CAD,APAC
INS-000826,Rates,Flow,EM Credit,BOOK-053,7450737.8603864955,1,2034-09-21 09:48:00.258077,GBP,EMEA
INS-000827,Commodities,Commod,Cash Equities,BOOK-013,7335254.905477788,1,2026-08-01 09:48:00.258077,EUR,US
INS-000828,Volatility,Options,HY Credit,BOOK-014,9083001.086773274,-1,2033-12-06 09:48:00.258077,CHF,LATAM
INS-000829,Volatility,Macro,Structured Solutions,BOOK-005,6126282.056097591,-1,2035-04-12 09:48:00.258077,GBP,APAC
INS-000830,Rates,Commod,HY Credit,BOOK-021,4729898.633884572,1,2036-01-19 09:48:00.258077,CAD,US
INS-000831,FX,Macro,EM FX,BOOK-100,6467284.030847767,1,2032-09-30 09:48:00.258077,JPY,EMEA
INS-000832,FX,Flow,Cash Equities,BOOK-070,7584025.717278943,1,2029-04-22 09:48:00.258077,EUR,LATAM
INS-000833,Equities,Commod,HY Credit,BOOK-095,8076931.987388194,1,2027-08-21 09:48:00.258077,JPY,EMEA
INS-000834,Rates,Commod,Volatility Trading,BOOK-026,5527088.251818986,-1,2035-07-24 09:48:00.258077,AUD,EMEA
INS-000835,Volatility,Commod,Cross-Asset Vol,BOOK-060,9753616.750838399,1,2030-04-14 09:48:00.258077,AUD,US
INS-000836,Commodities,Options,Structured Solutions,BOOK-090,5946508.070689917,1,2029-08-08 09:48:00.258077,GBP,US
INS-000837,Commodities,Credit,HY Credit,BOOK-036,5325706.59418774,1,2033-06-20 09:48:00.258077,AUD,LATAM
INS-000838,FX,Flow,FX Options,BOOK-066,6144021.226329275,-1,2033-04-13 09:48:00.258077,USD,LATAM
INS-000839,Rates,Credit,Securitized Products,BOOK-070,10187100.439256517,-1,2034-03-20 09:48:00.258077,CNY,US
INS-000840,Volatility,Options,Commodities,BOOK-084,7168008.867648352,-1,2034-12-11 09:48:00.258077,AUD,APAC
INS-000841,FX,Macro,Volatility Trading,BOOK-097,5763716.24232557,-1,2034-11-20 09:48:00.258077,USD,APAC
INS-000842,Credit,Options,Equity Derivatives,BOOK-062,9815269.376121359,-1,2027-11-21 09:48:00.258077,CAD,LATAM
INS-000843,Volatility,Options,EM Credit,BOOK-059,12856871.349871866,-1,2027-11-16 09:48:00.258077,JPY,APAC
INS-000844,Rates,Flow,EM Credit,BOOK-087,8024206.585772369,-1,2028-03-26 09:48:00.258077,CNY,LATAM
INS-000845,Rates,Flow,EM FX,BOOK-069,10584606.152163584,-1,2032-05-30 09:48:00.258077,EUR,US
INS-000846,Rates,Options,IG Credit,BOOK-037,10090194.876436973,1,2031-12-15 09:48:00.258077,CNY,US
INS-000847,Rates,Macro,Cash Equities,BOOK-064,5985900.620854167,1,2034-09-10 09:48:00.258077,AUD,EMEA
INS-000848,Rates,Macro,Cross-Asset Vol,BOOK-055,7566585.451190582,-1,2034-07-23 09:48:00.258077,GBP,EMEA
INS-000849,Commodities,Credit,Rates Exotics,BOOK-023,4293638.4257400315,1,2034-04-04 09:48:00.258077,JPY,LATAM
INS-000850,Credit,Flow,EM FX,BOOK-052,6987644.334095912,-1,2026-12-23 09:48:00.258077,CAD,EMEA
INS-000851,Volatility,Credit,Cash Equities,BOOK-063,5934524.07718569,-1,2033-02-02 09:48:00.258077,EUR,EMEA
INS-000852,Commodities,Options,Structured Solutions,BOOK-091,6492785.107060913,1,2034-08-18 09:48:00.258077,CNY,APAC
INS-000853,Volatility,Options,Equity Derivatives,BOOK-059,5625262.421549158,1,2035-12-07 09:48:00.258077,EUR,LATAM
INS-000854,FX,Options,Structured Solutions,BOOK-017,6782257.979511082,-1,2029-08-06 09:48:00.258077,EUR,US
INS-000855,FX,Options,Securitized Products,BOOK-099,8830581.715662286,1,2033-11-22 09:48:00.258077,CHF,APAC
INS-000856,Volatility,Commod,Municipal,BOOK-058,7201270.223900011,-1,2030-03-22 09:48:00.258077,JPY,EMEA
INS-000857,FX,Commod,Rates Exotics,BOOK-029,2839067.0056115356,1,2027-10-16 09:48:00.258077,USD,US
INS-000858,Rates,Flow,G10 FX,BOOK-076,5634698.587753785,-1,2029-07-25 09:48:00.258077,CNY,LATAM
INS-000859,Commodities,Credit,Rates Exotics,BOOK-039,3701501.618604369,1,2028-09-07 09:48:00.258077,EUR,LATAM
INS-000860,Commodities,Commod,Cross-Asset Vol,BOOK-038,8110150.56495442,-1,2035-03-25 09:48:00.258077,USD,US
INS-000861,Volatility,Macro,FX Options,BOOK-084,8758293.410135468,-1,2027-12-08 09:48:00.258077,CHF,LATAM
INS-000862,Volatility,Credit,Structured Solutions,BOOK-087,8141370.554635413,1,2027-06-29 09:48:00.258077,CNY,APAC
INS-000863,Rates,Options,Municipal,BOOK-053,5531489.0167515315,-1,2031-12-10 09:48:00.258077,USD,APAC
INS-000864,Commodities,Commod,EM Rates,BOOK-038,8117134.82282804,-1,2031-11-20 09:48:00.258077,JPY,EMEA
INS-000865,Volatility,Options,Equity Derivatives,BOOK-087,6324714.360577812,1,2031-10-04 09:48:00.258077,CNY,EMEA
INS-000866,Commodities,Commod,Volatility Trading,BOOK-018,4654436.375624369,-1,2027-08-31 09:48:00.258077,CNY,US
INS-000867,Commodities,Macro,Prime Finance,BOOK-075,9354824.799272325,-1,2031-02-19 09:48:00.258077,EUR,US
INS-000868,Volatility,Macro,Rates Macro,BOOK-059,9545069.38430943,-1,2035-05-26 09:48:00.258077,CHF,US
INS-000869,Equities,Commod,EM Rates,BOOK-086,9872238.702708764,1,2027-02-01 09:48:00.258077,AUD,APAC
INS-000870,Rates,Options,Volatility Trading,BOOK-043,5979128.499918859,1,2034-02-07 09:48:00.258077,CAD,US
INS-000871,Equities,Options,Rates Exotics,BOOK-084,10448405.781732697,1,2027-06-11 09:48:00.258077,CAD,APAC
INS-000872,FX,Macro,Cash Equities,BOOK-002,6266044.371679831,-1,2028-07-06 09:48:00.258077,AUD,APAC
INS-000873,Rates,Flow,Commodities,BOOK-076,9133753.303846283,-1,2035-02-05 09:48:00.258077,JPY,EMEA
INS-000874,Rates,Commod,IG Credit,BOOK-007,6222718.345583312,-1,2029-02-22 09:48:00.258077,USD,US
INS-000875,Commodities,Flow,Cash Equities,BOOK-065,6940044.590635573,-1,2031-05-17 09:48:00.258077,CAD,APAC
INS-000876,Credit,Options,FX Options,BOOK-020,1447055.356527026,1,2029-12-23 09:48:00.258077,CAD,LATAM
INS-000877,Credit,Flow,HY Credit,BOOK-097,6745216.963957711,1,2032-04-13 09:48:00.258077,AUD,EMEA
INS-000878,Commodities,Flow,Volatility Trading,BOOK-077,7727724.916962569,-1,2030-03-19 09:48:00.258077,CNY,LATAM
INS-000879,Credit,Macro,Municipal,BOOK-011,6474875.956590403,-1,2030-08-05 09:48:00.258077,GBP,EMEA
INS-000880,Credit,Commod,Rates Exotics,BOOK-090,11890470.170212848,-1,2034-04-18 09:48:00.258077,CNY,US
INS-000881,Rates,Commod,IG Credit,BOOK-026,4593834.786686809,-1,2031-09-08 09:48:00.258077,USD,APAC
INS-000882,Volatility,Macro,Rates Exotics,BOOK-055,6091046.907240186,-1,2031-10-16 09:48:00.258077,CNY,LATAM
INS-000883,Equities,Flow,Cross-Asset Vol,BOOK-009,5237818.475035367,-1,2034-03-07 09:48:00.258077,EUR,LATAM
INS-000884,Rates,Options,EM FX,BOOK-011,6090557.552511322,-1,2030-06-09 09:48:00.258077,CAD,LATAM
INS-000885,Commodities,Flow,Municipal,BOOK-025,10078532.657351762,-1,2034-05-11 09:48:00.258077,CAD,US
INS-000886,Commodities,Credit,EM FX,BOOK-054,11195079.485817408,1,2033-04-29 09:48:00.258077,CAD,US
INS-000887,Rates,Flow,IG Credit,BOOK-055,5748018.472702646,-1,2034-12-15 09:48:00.258077,CNY,APAC
INS-000888,FX,Macro,EM Rates,BOOK-086,5692481.143191991,-1,2030-09-25 09:48:00.258077,CHF,LATAM
INS-000889,Rates,Flow,Municipal,BOOK-017,4607178.378515213,1,2031-09-25 09:48:00.258077,EUR,LATAM
INS-000890,FX,Options,EM FX,BOOK-075,10765713.466298258,-1,2027-06-20 09:48:00.258077,CHF,EMEA
INS-000891,Rates,Macro,Equity Derivatives,BOOK-001,10302511.017290756,-1,2027-04-20 09:48:00.258077,GBP,EMEA
INS-000892,Commodities,Commod,EM Credit,BOOK-030,7235045.500028033,-1,2027-04-06 09:48:00.258077,CHF,APAC
INS-000893,Credit,Macro,IG Credit,BOOK-018,4009752.0092328,-1,2032-06-20 09:48:00.258077,JPY,LATAM
INS-000894,Volatility,Macro,EM FX,BOOK-013,4233343.58635937,1,2029-06-04 09:48:00.258077,USD,US
INS-000895,Commodities,Options,Securitized Products,BOOK-059,7926573.625961483,1,2029-01-21 09:48:00.258077,CAD,LATAM
INS-000896,Credit,Options,Rates Exotics,BOOK-091,8873344.796116248,1,2032-03-03 09:48:00.258077,USD,LATAM
INS-000897,Credit,Flow,EM Credit,BOOK-067,2334637.987447129,-1,2030-02-22 09:48:00.258077,GBP,US
INS-000898,Rates,Flow,EM Credit,BOOK-086,6696725.223655293,-1,2027-07-14 09:48:00.258077,CHF,LATAM
INS-000899,Rates,Macro,EM Credit,BOOK-060,11545739.72389346,-1,2031-09-20 09:48:00.258077,CNY,APAC
INS-000900,Credit,Credit,Cash Equities,BOOK-006,6956226.983424286,1,2031-08-25 09:48:00.258077,GBP,LATAM
INS-000901,Rates,Flow,G10 FX,BOOK-035,11224095.22697656,1,2027-07-31 09:48:00.258077,GBP,US
INS-000902,Rates,Macro,Commodities,BOOK-083,9122615.32238921,-1,2028-11-12 09:48:00.258077,GBP,LATAM
INS-000903,FX,Flow,IG Credit,BOOK-005,4789300.997911606,-1,2028-07-18 09:48:00.258077,CHF,US
INS-000904,Volatility,Commod,XVA,BOOK-010,6768321.76662036,-1,2033-02-01 09:48:00.258077,EUR,US
INS-000905,Equities,Flow,FX Options,BOOK-084,7178264.403638243,-1,2028-08-30 09:48:00.258077,CHF,EMEA
INS-000906,Commodities,Commod,Cross-Asset Vol,BOOK-007,5118721.079766233,-1,2026-06-23 09:48:00.258077,AUD,APAC
INS-000907,Equities,Flow,Securitized Products,BOOK-096,5075329.942972647,-1,2028-11-02 09:48:00.258077,USD,US
INS-000908,FX,Macro,Prime Finance,BOOK-076,11266921.480296401,1,2030-11-04 09:48:00.258077,CNY,EMEA
INS-000909,Equities,Flow,G10 FX,BOOK-067,5056598.450767621,-1,2033-10-27 09:48:00.258077,CHF,EMEA
INS-000910,Rates,Flow,Rates Exotics,BOOK-054,10196090.191021701,-1,2026-09-18 09:48:00.258077,CAD,US
INS-000911,Commodities,Macro,Rates Macro,BOOK-009,6408788.804087459,-1,2034-12-06 09:48:00.258077,CHF,US
INS-000912,FX,Options,EM Rates,BOOK-042,7435901.675292069,1,2029-06-21 09:48:00.258077,CNY,US
INS-000913,Equities,Flow,EM FX,BOOK-081,8904611.045596432,-1,2029-08-04 09:48:00.258077,CAD,LATAM
INS-000914,Volatility,Credit,XVA,BOOK-091,6003603.317738303,-1,2026-05-08 09:48:00.258077,CNY,LATAM
INS-000915,Credit,Options,G10 FX,BOOK-045,8919760.783736333,1,2028-12-07 09:48:00.258077,GBP,APAC
INS-000916,Equities,Options,Cross-Asset Vol,BOOK-084,2383925.7511290447,1,2030-11-05 09:48:00.258077,EUR,APAC
INS-000917,Credit,Options,FX Options,BOOK-078,8599268.471036592,1,2032-05-26 09:48:00.258077,CAD,US
INS-000918,Commodities,Macro,G10 FX,BOOK-006,1328674.68857091,-1,2033-10-18 09:48:00.258077,EUR,US
INS-000919,FX,Credit,Rates Exotics,BOOK-063,6932883.183253856,1,2031-05-18 09:48:00.258077,USD,EMEA
INS-000920,Credit,Macro,HY Credit,BOOK-062,9635607.463296229,1,2027-03-10 09:48:00.258077,EUR,LATAM
INS-000921,Volatility,Credit,IG Credit,BOOK-055,9055738.265145939,1,2030-01-27 09:48:00.258077,GBP,EMEA
INS-000922,Credit,Commod,Cash Equities,BOOK-078,4253973.802595147,1,2033-06-25 09:48:00.258077,USD,LATAM
INS-000923,Equities,Credit,Structured Solutions,BOOK-089,4575839.009766208,-1,2032-07-14 09:48:00.258077,CAD,EMEA
INS-000924,Rates,Options,G10 FX,BOOK-056,5778319.899193413,-1,2031-12-26 09:48:00.258077,CHF,EMEA
INS-000925,FX,Flow,G10 FX,BOOK-033,7965539.6558953365,-1,2031-03-27 09:48:00.258077,EUR,LATAM
INS-000926,Volatility,Commod,Prime Finance,BOOK-099,2420167.0248907413,-1,2031-03-13 09:48:00.258077,GBP,EMEA
INS-000927,Credit,Flow,XVA,BOOK-097,7466941.060378605,1,2036-01-14 09:48:00.258077,CNY,APAC
INS-000928,FX,Options,Cash Equities,BOOK-069,8278573.434500162,-1,2032-02-20 09:48:00.258077,CNY,APAC
INS-000929,Equities,Credit,Cross-Asset Vol,BOOK-065,6792407.047822541,1,2032-02-11 09:48:00.258077,USD,APAC
INS-000930,Credit,Commod,IG Credit,BOOK-011,8813302.42013263,-1,2029-07-10 09:48:00.258077,CHF,APAC
INS-000931,Credit,Commod,IG Credit,BOOK-041,8059310.39581551,1,2031-01-19 09:48:00.258077,GBP,LATAM
INS-000932,Commodities,Macro,Rates Exotics,BOOK-020,6145864.351502761,-1,2033-03-27 09:48:00.258077,GBP,EMEA
INS-000933,FX,Commod,Commodities,BOOK-052,2659526.599351275,1,2034-09-13 09:48:00.258077,CHF,EMEA
INS-000934,Credit,Macro,Volatility Trading,BOOK-083,7833532.703927057,1,2033-12-03 09:48:00.258077,CNY,APAC
INS-000935,Equities,Options,FX Options,BOOK-023,5117311.586925056,1,2032-10-04 09:48:00.258077,CHF,EMEA
INS-000936,Volatility,Commod,EM FX,BOOK-100,6054143.437846137,-1,2033-11-28 09:48:00.258077,CNY,US
INS-000937,Rates,Credit,EM FX,BOOK-013,8697810.544907715,1,2026-07-10 09:48:00.258077,AUD,EMEA
INS-000938,Rates,Commod,Commodities,BOOK-010,11043333.458585877,-1,2028-11-12 09:48:00.258077,AUD,APAC
INS-000939,Equities,Flow,Rates Exotics,BOOK-098,7404849.691394977,1,2028-08-08 09:48:00.258077,AUD,APAC
INS-000940,Credit,Flow,G10 FX,BOOK-011,8885162.091114676,-1,2032-09-04 09:48:00.258077,AUD,EMEA
INS-000941,Commodities,Flow,EM Rates,BOOK-074,3888801.6471177735,1,2033-08-30 09:48:00.258077,GBP,APAC
INS-000942,Equities,Flow,XVA,BOOK-077,8113808.952487586,1,2027-08-31 09:48:00.258077,CNY,EMEA
INS-000943,Volatility,Credit,Structured Solutions,BOOK-034,7350235.155807094,1,2028-02-09 09:48:00.258077,CNY,APAC
INS-000944,Equities,Options,G10 FX,BOOK-007,10573068.951565454,-1,2031-02-08 09:48:00.258077,CHF,EMEA
INS-000945,Rates,Credit,XVA,BOOK-031,6148853.809928108,1,2035-10-17 09:48:00.258077,CAD,LATAM
INS-000946,Rates,Options,Volatility Trading,BOOK-007,6895905.957094073,1,2026-03-22 09:48:00.258077,CNY,APAC
INS-000947,Volatility,Flow,Prime Finance,BOOK-068,10147036.167831987,-1,2034-11-29 09:48:00.258077,EUR,APAC
INS-000948,Rates,Macro,EM FX,BOOK-089,7269915.519013376,-1,2028-02-11 09:48:00.258077,USD,EMEA
INS-000949,Volatility,Options,Structured Solutions,BOOK-100,4727896.546781829,-1,2028-11-09 09:48:00.258077,CNY,LATAM
INS-000950,FX,Commod,Rates Exotics,BOOK-081,13879083.183225308,-1,2032-06-15 09:48:00.258077,CHF,EMEA
INS-000951,Rates,Commod,EM Rates,BOOK-078,4803518.091658167,-1,2033-06-02 09:48:00.258077,CAD,LATAM
INS-000952,FX,Flow,EM FX,BOOK-089,7338249.796126191,-1,2034-11-11 09:48:00.258077,CHF,US
INS-000953,Credit,Options,Cross-Asset Vol,BOOK-077,8366720.390064033,-1,2026-04-01 09:48:00.258077,CHF,LATAM
INS-000954,Equities,Credit,Rates Exotics,BOOK-066,8169043.772577786,1,2026-09-06 09:48:00.258077,USD,LATAM
INS-000955,Commodities,Credit,FX Options,BOOK-100,7025640.739984003,1,2030-12-08 09:48:00.258077,GBP,US
INS-000956,Credit,Macro,G10 FX,BOOK-033,7038099.0736842295,1,2031-09-24 09:48:00.258077,USD,US
INS-000957,Equities,Options,Prime Finance,BOOK-042,6912670.334280112,-1,2028-10-12 09:48:00.258077,JPY,LATAM
INS-000958,Credit,Macro,Volatility Trading,BOOK-091,4710165.35352157,1,2032-07-04 09:48:00.258077,USD,EMEA
INS-000959,Volatility,Macro,XVA,BOOK-032,12875548.036056822,-1,2028-10-28 09:48:00.258077,AUD,APAC
INS-000960,Equities,Credit,FX Options,BOOK-030,6950022.705716558,1,2035-06-09 09:48:00.258077,GBP,US
INS-000961,Rates,Macro,HY Credit,BOOK-016,8992327.482057739,1,2027-12-15 09:48:00.258077,CAD,EMEA
INS-000962,Equities,Flow,Rates Exotics,BOOK-028,6663367.855795986,1,2032-09-08 09:48:00.258077,USD,APAC
INS-000963,Volatility,Options,EM Rates,BOOK-060,6613090.819111291,1,2031-06-14 09:48:00.258077,USD,LATAM
INS-000964,FX,Credit,Commodities,BOOK-089,6361390.843325874,-1,2027-03-20 09:48:00.258077,JPY,EMEA
INS-000965,Volatility,Options,Rates Macro,BOOK-014,3625385.5300268736,1,2032-03-10 09:48:00.258077,AUD,US
INS-000966,Credit,Macro,EM Rates,BOOK-069,7098447.149698077,1,2027-08-26 09:48:00.258077,AUD,EMEA
INS-000967,Credit,Credit,EM FX,BOOK-077,6482480.864201425,1,2031-07-18 09:48:00.258077,CHF,APAC
INS-000968,FX,Commod,Equity Derivatives,BOOK-090,10428811.272961942,1,2032-06-30 09:48:00.258077,CHF,LATAM
INS-000969,Volatility,Commod,Rates Macro,BOOK-076,4508249.706038712,-1,2026-11-29 09:48:00.258077,CAD,LATAM
INS-000970,Rates,Credit,HY Credit,BOOK-016,6057132.056112862,-1,2028-05-01 09:48:00.258077,CAD,LATAM
INS-000971,FX,Options,Equity Derivatives,BOOK-049,5253898.833114794,1,2029-02-15 09:48:00.258077,CAD,US
INS-000972,Equities,Commod,Rates Exotics,BOOK-096,11106325.985029522,1,2035-05-25 09:48:00.258077,USD,APAC
INS-000973,Equities,Options,Commodities,BOOK-091,5326478.887863322,1,2028-05-21 09:48:00.258077,JPY,APAC
INS-000974,Equities,Macro,Equity Derivatives,BOOK-062,8905749.611815343,1,2035-04-27 09:48:00.258077,AUD,EMEA
INS-000975,Rates,Commod,G10 FX,BOOK-097,9925403.68351495,-1,2031-06-28 09:48:00.258077,JPY,LATAM
INS-000976,FX,Flow,Commodities,BOOK-067,7134692.72146148,-1,2035-08-07 09:48:00.258077,EUR,LATAM
INS-000977,Rates,Commod,Rates Exotics,BOOK-007,4057972.497648829,1,2034-06-08 09:48:00.258077,CAD,US
INS-000978,Credit,Flow,XVA,BOOK-092,4089615.3530907743,1,2029-02-05 09:48:00.258077,GBP,LATAM
INS-000979,Equities,Commod,Commodities,BOOK-017,9649410.1619902,1,2031-09-29 09:48:00.258077,CHF,LATAM
INS-000980,Credit,Options,XVA,BOOK-039,4348514.953000356,1,2033-04-20 09:48:00.258077,CHF,APAC
INS-000981,Credit,Options,EM Credit,BOOK-024,8480066.52764978,1,2026-12-21 09:48:00.258077,CAD,EMEA
INS-000982,Commodities,Flow,XVA,BOOK-072,7785872.774551491,-1,2032-10-07 09:48:00.258077,CNY,LATAM
INS-000983,Credit,Commod,Structured Solutions,BOOK-003,8442831.210777568,1,2030-10-01 09:48:00.258077,CAD,APAC
