driver_id,asset_class,level,as_of,source
DRV-0001570,Credit,94.49347461131946,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001571,Credit,170.74026978229463,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001572,FX,80.36592536580179,2026-02-11 09:48:00.294055,Internal
DRV-0001573,Commodities,130.62482030193112,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001574,Volatility,48.774764298416166,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001575,Credit,175.96246603197528,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001576,Commodities,80.36172112552745,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001577,Equities,50.38475291263234,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001578,Rates,2.705971362486803,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001579,Commodities,86.95137885840542,2026-02-10 09:48:00.294055,Internal
DRV-0001580,Equities,125.64086668830127,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001581,Credit,105.92145053490509,2026-02-09 09:48:00.294055,Internal
DRV-0001582,Commodities,100.43244870576136,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001583,Credit,94.52156672048838,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001584,Rates,3.4809430747923766,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001585,Commodities,112.58261553282364,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001586,FX,148.83633406597696,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001587,Rates,0.1076883866070486,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001588,FX,99.25366753576532,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001589,Equities,92.96358146048384,2026-02-11 09:48:00.294055,Internal
DRV-0001590,Equities,116.73683329415296,2026-02-10 09:48:00.294055,Internal
DRV-0001591,FX,97.59131105938012,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001592,Rates,1.0139797027044948,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001593,FX,171.7805979298656,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001594,Equities,107.77315260376238,2026-02-11 09:48:00.294055,Internal
DRV-0001595,Rates,4.47434295714876,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001596,Credit,122.79045524449886,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001597,Volatility,56.90538235084734,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001598,FX,104.87850706940968,2026-02-11 09:48:00.294055,Internal
DRV-0001599,Volatility,113.37506202005008,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001600,FX,122.90958600957737,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001601,FX,71.21009819297805,2026-02-11 09:48:00.294055,Internal
DRV-0001602,Rates,1.5932581337631802,2026-02-11 09:48:00.294055,Internal
DRV-0001603,Commodities,81.25476223890131,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001604,Commodities,84.98129564029007,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001605,Rates,2.0733106665797143,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001606,Commodities,123.36033939498859,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001607,Equities,87.8059384832569,2026-02-10 09:48:00.294055,Internal
DRV-0001608,Volatility,122.68215943192988,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001609,Rates,2.2955089258547203,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001610,FX,117.16760286286035,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001611,Credit,82.20035457212889,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001612,Credit,176.88985652028074,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001613,Rates,1.2182007479052566,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001614,Credit,102.55553729687843,2026-02-11 09:48:00.294055,Internal
DRV-0001615,Rates,1.8578171548076452,2026-02-11 09:48:00.294055,Internal
DRV-0001616,Equities,83.01152723009373,2026-02-08 09:48:00.294055,Internal
DRV-0001617,Credit,58.14323387759223,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001618,Credit,110.3970331886263,2026-02-11 09:48:00.294055,Internal
DRV-0001619,Volatility,112.3440821166286,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001620,Equities,156.70600996113563,2026-02-11 09:48:00.294055,Internal
DRV-0001621,Equities,109.31789434476703,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001622,Rates,2.416565193880142,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001623,Rates,2.121343332270675,2026-02-11 09:48:00.294055,Internal
DRV-0001624,Volatility,85.43218173415525,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001625,Commodities,126.64727340630192,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001626,Credit,103.8828722864206,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001627,Rates,0.1497810712584311,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001628,FX,136.6540036782714,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001629,Credit,101.4216981879383,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001630,Rates,0.664166306790863,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001631,Commodities,60.49388346841412,2026-02-09 09:48:00.294055,Internal
DRV-0001632,Commodities,58.48926692340544,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001633,Commodities,32.91249227022785,2026-02-10 09:48:00.294055,Internal
DRV-0001634,Equities,126.90275869290271,2026-02-11 09:48:00.294055,Internal
DRV-0001635,Volatility,106.20849732111694,2026-02-09 09:48:00.294055,Internal
DRV-0001636,FX,55.314836095629744,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001637,Credit,80.04668674574066,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001638,Credit,130.97747591742956,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001639,Equities,99.13998992023025,2026-02-11 09:48:00.294055,Internal
DRV-0001640,Equities,117.12778312876398,2026-02-11 09:48:00.294055,Internal
DRV-0001641,Volatility,75.14173416457695,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001642,Credit,61.062020479427204,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001643,Volatility,65.64253348992895,2026-02-11 09:48:00.294055,Internal
DRV-0001644,Volatility,74.16548926669476,2026-02-11 09:48:00.294055,Internal
DRV-0001645,Volatility,47.3739688945409,2026-02-11 09:48:00.294055,Internal
DRV-0001646,FX,113.66734665138678,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001647,Equities,119.85206092097712,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001648,Volatility,71.7176641381031,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001649,Rates,3.0564470834334756,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001650,Commodities,108.724663693931,2026-02-11 09:48:00.294055,Internal
DRV-0001651,Rates,0.9148771308252102,2026-02-10 09:48:00.294055,Internal
DRV-0001652,FX,130.45060437601444,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001653,Equities,96.19199375029493,2026-02-09 09:48:00.294055,Internal
DRV-0001654,Volatility,160.45988469571975,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001655,Equities,93.29457571986926,2026-02-08 09:48:00.294055,Internal
DRV-0001656,Commodities,55.36481305411396,2026-02-11 09:48:00.294055,Internal
DRV-0001657,FX,177.23619404264653,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001658,Rates,2.039544469808609,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001659,Volatility,70.14767659032734,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001660,Volatility,123.72399596269,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001661,Volatility,126.11309887495679,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001662,Volatility,118.52278764278991,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001663,FX,59.76120030319754,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001664,Commodities,87.05090892388108,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001665,FX,99.9572310534302,2026-02-10 09:48:00.294055,Internal
DRV-0001666,Commodities,85.68548069355302,2026-02-10 09:48:00.294055,Internal
DRV-0001667,Commodities,151.61084859598222,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001668,Equities,113.3797986684043,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001669,Equities,105.39696505504877,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001670,Rates,1.2543197125364043,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001671,Volatility,85.53815215939771,2026-02-11 09:48:00.294055,Internal
DRV-0001672,Commodities,44.61563275310475,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001673,Commodities,120.47385148747453,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001674,Credit,119.67800286239451,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001675,Credit,64.18052170009689,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001676,FX,106.44131916207633,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001677,FX,101.50271028724377,2026-02-11 09:48:00.294055,Internal
DRV-0001678,Credit,95.29183846730703,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001679,FX,103.88316287196866,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001680,Credit,98.54445668519296,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001681,Credit,40.35295537180798,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001682,Commodities,101.37003168838424,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001683,Equities,81.63578943626914,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001684,Equities,48.65684816026557,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001685,Volatility,86.46865738047813,2026-02-11 09:48:00.294055,Internal
DRV-0001686,Commodities,66.97338306839333,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001687,Commodities,109.5285731036667,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001688,Equities,95.43129747654672,2026-02-10 09:48:00.294055,Internal
DRV-0001689,Rates,2.5217338117498493,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001690,Commodities,69.74298034810589,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001691,Commodities,94.62918015741808,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001692,Rates,3.4567640513947717,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001693,Equities,106.37255149612086,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001694,Volatility,108.96536660527072,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001695,Commodities,114.13518357801328,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001696,Rates,0.2859580148023966,2026-02-11 09:48:00.294055,Internal
DRV-0001697,Rates,3.038323816725481,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001698,Rates,2.7126066976770957,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001699,Volatility,55.272660720410116,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001700,Commodities,117.87362192536933,2026-02-11 09:48:00.294055,Internal
DRV-0001701,FX,112.02129712176684,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001702,Equities,108.70692065415123,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001703,Commodities,121.54360868863702,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001704,Equities,63.57003553152906,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001705,Rates,2.0485415323173353,2026-02-10 09:48:00.294055,Internal
DRV-0001706,Credit,35.42868832725311,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001707,Commodities,56.77741626771561,2026-02-09 09:48:00.294055,Internal
DRV-0001708,Rates,2.6859686490820778,2026-02-11 09:48:00.294055,Internal
DRV-0001709,Equities,75.91804204043831,2026-02-10 09:48:00.294055,Internal
DRV-0001710,Equities,144.79854098849185,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001711,Rates,1.2856505938560465,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001712,Volatility,93.38000306363081,2026-02-11 09:48:00.294055,Internal
DRV-0001713,Rates,1.726079852340829,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001714,Commodities,49.93170748769846,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001715,Equities,171.17664247544442,2026-02-10 09:48:00.294055,Internal
DRV-0001716,Equities,69.92007000336486,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001717,Credit,161.4055341443233,2026-02-10 09:48:00.294055,Internal
DRV-0001718,Credit,150.4862412095733,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001719,Commodities,99.02696036019464,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001720,Volatility,132.55053077359477,2026-02-08 09:48:00.294055,Internal
DRV-0001721,Credit,132.4865900531912,2026-02-10 09:48:00.294055,Internal
DRV-0001722,Volatility,120.92589840980708,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001723,Equities,116.5645955956417,2026-02-10 09:48:00.294055,Internal
DRV-0001724,Equities,115.85007103917876,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001725,Credit,113.94182600669599,2026-02-10 09:48:00.294055,Internal
DRV-0001726,Commodities,84.44312075225601,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001727,FX,93.20456330935872,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001728,Credit,77.9524892547948,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001729,FX,74.58106131310076,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001730,Rates,2.2143108694894615,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001731,FX,134.31810424474355,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001732,Volatility,32.24409712136885,2026-02-11 09:48:00.294055,Internal
DRV-0001733,Credit,81.05881569685857,2026-02-08 09:48:00.294055,Internal
DRV-0001734,FX,135.17307056127,2026-02-11 09:48:00.294055,Internal
DRV-0001735,Equities,102.82345859341766,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001736,FX,192.77555433135598,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001737,Rates,2.0381547681432233,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001738,FX,107.03467871622954,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001739,Rates,3.383098909124151,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001740,Commodities,114.45516678334535,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001741,Equities,125.55334450855261,2026-02-11 09:48:00.294055,Internal
DRV-0001742,Rates,3.0460398279531393,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001743,FX,109.14741470794219,2026-02-11 09:48:00.294055,Internal
DRV-0001744,Rates,2.309488688515591,2026-02-11 09:48:00.294055,Internal
DRV-0001745,Credit,97.24990273481508,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001746,FX,94.84694561294133,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001747,Volatility,121.97916502544071,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001748,Credit,105.14286927883897,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001749,Equities,84.17191496023528,2026-02-11 09:48:00.294055,Internal
DRV-0001750,Equities,88.05878791252692,2026-02-11 09:48:00.294055,Internal
DRV-0001751,Credit,56.5166720755315,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001752,Rates,2.7984805609109236,2026-02-11 09:48:00.294055,Internal
DRV-0001753,Volatility,83.74733672238911,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001754,Rates,3.5997981154757497,2026-02-09 09:48:00.294055,Internal
DRV-0001755,Commodities,88.21376919576656,2026-02-11 09:48:00.294055,Internal
DRV-0001756,Rates,3.7067076968903256,2026-02-10 09:48:00.294055,Internal
DRV-0001757,Equities,94.42584738310161,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001758,Rates,3.8127213764132293,2026-02-11 09:48:00.294055,Internal
DRV-0001759,Volatility,131.22667347124903,2026-02-11 09:48:00.294055,Internal
DRV-0001760,FX,82.52987537294212,2026-02-10 09:48:00.294055,Internal
DRV-0001761,Volatility,51.160063788960684,2026-02-09 09:48:00.294055,Internal
DRV-0001762,Rates,2.1165268776759767,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001763,Commodities,184.3277443014665,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001764,Rates,4.232385129763575,2026-02-08 09:48:00.294055,Internal
DRV-0001765,Volatility,110.69538032368935,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001766,Equities,55.85523526687094,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001767,Credit,21.749578518062467,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001768,Credit,98.65967508839468,2026-02-11 09:48:00.294055,Internal
DRV-0001769,Volatility,36.249937243066384,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001770,Volatility,65.97108494126405,2026-02-11 09:48:00.294055,Internal
DRV-0001771,Credit,111.33434734745383,2026-02-11 09:48:00.294055,Internal
DRV-0001772,Credit,72.37042195426933,2026-02-11 09:48:00.294055,Internal
DRV-0001773,Rates,2.8308370263863307,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001774,Commodities,77.56341605664397,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001775,FX,80.52297691209831,2026-02-11 09:48:00.294055,Internal
DRV-0001776,Commodities,87.1360641307583,2026-02-10 09:48:00.294055,Internal
DRV-0001777,Volatility,148.1702532048919,2026-02-11 09:48:00.294055,Internal
DRV-0001778,Rates,2.870865729359376,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001779,Credit,88.80066001249367,2026-02-11 09:48:00.294055,Internal
DRV-0001780,Equities,118.08151858561442,2026-02-11 09:48:00.294055,Internal
DRV-0001781,Volatility,87.6502448039182,2026-02-11 09:48:00.294055,Internal
DRV-0001782,FX,45.17685480812804,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001783,Commodities,169.131201019582,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001784,FX,102.0449056005949,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001785,Commodities,141.36894049759098,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001786,Rates,1.3242573689111892,2026-02-10 09:48:00.294055,Internal
DRV-0001787,Equities,108.60988155198594,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001788,Credit,121.36166103367513,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001789,Volatility,56.643177873434475,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001790,Equities,131.34785531964187,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001791,FX,123.81334193289386,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001792,Equities,95.96965162899674,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001793,Rates,2.007293717378004,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001794,Volatility,117.508482461698,2026-02-11 09:48:00.294055,Internal
DRV-0001795,Rates,2.330783094043143,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001796,Credit,118.16091218561436,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001797,Rates,3.859093939601436,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001798,Equities,115.80609058266995,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001799,Commodities,127.50619856956264,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001800,Volatility,118.80097702157558,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001801,Credit,109.56183415872468,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001802,Volatility,31.04532965450054,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001803,Credit,88.60049531299215,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001804,FX,112.33275739912806,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001805,Credit,91.42461278082509,2026-02-11 09:48:00.294055,Internal
DRV-0001806,FX,118.21015238015612,2026-02-11 09:48:00.294055,Internal
DRV-0001807,Commodities,42.19805353382759,2026-02-11 09:48:00.294055,Internal
DRV-0001808,Equities,84.28968347349775,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001809,Volatility,79.48279393734884,2026-02-11 09:48:00.294055,Internal
DRV-0001810,Equities,110.99647654533574,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001811,Equities,165.33673519773168,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001812,Rates,2.554869019578535,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001813,FX,70.13149812626479,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001814,Volatility,112.993280074506,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001815,Equities,109.01921176558737,2026-02-11 09:48:00.294055,Internal
DRV-0001816,Commodities,87.10685365964079,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001817,Commodities,90.01706364097465,2026-02-11 09:48:00.294055,Internal
DRV-0001818,Equities,148.42159581301067,2026-02-08 09:48:00.294055,Internal
DRV-0001819,Commodities,81.73266012072314,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001820,Credit,103.90608626379789,2026-02-10 09:48:00.294055,Internal
DRV-0001821,FX,108.91558088367441,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001822,FX,99.2440739764389,2026-02-11 09:48:00.294055,Internal
DRV-0001823,Rates,1.2784364035993645,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001824,Credit,105.77082982519501,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001825,Equities,57.7411804233178,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001826,FX,93.06742828239335,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001827,Credit,126.21105108820221,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001828,Volatility,48.7433466663407,2026-02-11 09:48:00.294055,Internal
DRV-0001829,Rates,4.478721178363607,2026-02-11 09:48:00.294055,Internal
DRV-0001830,FX,109.74829479930543,2026-02-11 09:48:00.294055,Internal
DRV-0001831,Commodities,50.18292190609927,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001832,Equities,41.09367144698176,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001833,FX,82.98175009364752,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001834,Commodities,119.19952267061925,2026-02-11 09:48:00.294055,Internal
DRV-0001835,Credit,21.82966107259048,2026-02-11 09:48:00.294055,Internal
DRV-0001836,FX,101.52623864845489,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001837,Credit,126.12443659639482,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001838,Volatility,151.86075282853028,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001839,Rates,2.3974346124662755,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001840,FX,79.38845800115222,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001841,Commodities,165.6653103256094,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001842,Commodities,137.01113493849465,2026-02-11 09:48:00.294055,Internal
DRV-0001843,Volatility,79.51265954024319,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001844,Volatility,120.2278732924292,2026-02-11 09:48:00.294055,Internal
DRV-0001845,Credit,132.04055954518432,2026-02-10 09:48:00.294055,Internal
DRV-0001846,FX,100.90977349523845,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001847,Commodities,121.7296301412683,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001848,Equities,95.93783894862916,2026-02-11 09:48:00.294055,Internal
DRV-0001849,Volatility,74.68158710810148,2026-02-10 09:48:00.294055,Internal
DRV-0001850,Rates,2.2560430310552126,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001851,FX,102.00435568872936,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001852,Rates,2.741531882892991,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001853,Commodities,60.5176879376474,2026-02-09 09:48:00.294055,Internal
DRV-0001854,Rates,1.8673851587917862,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001855,Rates,3.704419445817569,2026-02-11 09:48:00.294055,Internal
DRV-0001856,Commodities,134.12139147149878,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001857,FX,63.0615239447071,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001858,FX,46.3457135078713,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001859,Rates,2.5723662966765493,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001860,Equities,70.43036111339208,2026-02-09 09:48:00.294055,Internal
DRV-0001861,Commodities,113.34636686181008,2026-02-11 09:48:00.294055,Internal
DRV-0001862,Equities,98.73082688081695,2026-02-11 09:48:00.294055,Internal
DRV-0001863,Volatility,93.40610642788009,2026-02-10 09:48:00.294055,Bloomberg
DRV-0001864,Credit,63.87627504798053,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001865,Commodities,88.35870236605577,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001866,Equities,128.4459543066921,2026-02-10 09:48:00.294055,Internal
DRV-0001867,FX,80.1506663286245,2026-02-11 09:48:00.294055,Internal
DRV-0001868,Volatility,154.1430296671939,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001869,Volatility,102.84235868650657,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001870,Credit,49.701188776477395,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001871,Volatility,89.26538110943594,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001872,Rates,1.857294059995721,2026-02-08 09:48:00.294055,Bloomberg
DRV-0001873,Rates,3.1695761259655373,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001874,FX,116.2615305820838,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001875,Credit,119.4185427395546,2026-02-10 09:48:00.294055,Internal
DRV-0001876,Equities,69.60554610640558,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001877,Credit,117.04927157064009,2026-02-09 09:48:00.294055,Bloomberg
DRV-0001878,Equities,63.66616609392118,2026-02-08 09:48:00.294055,Internal
DRV-0001879,Equities,80.50182466056212,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001880,Equities,95.56146990579506,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001881,Equities,155.59624767874712,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001882,Commodities,97.80641286643636,2026-02-10 09:48:00.294055,Internal
DRV-0001883,Commodities,69.60905570538155,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001884,Equities,75.75326205979917,2026-02-10 09:48:00.294055,Refinitiv
DRV-0001885,Equities,67.98368600110042,2026-02-11 09:48:00.294055,Internal
DRV-0001886,Commodities,84.47397092126205,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001887,Equities,99.35611758173958,2026-02-11 09:48:00.294055,Internal
DRV-0001888,Rates,2.994634915267629,2026-02-11 09:48:00.294055,Internal
DRV-0001889,Rates,0.031115436045353828,2026-02-09 09:48:00.294055,Refinitiv
DRV-0001890,Rates,2.211841210606698,2026-02-10 09:48:00.294055,Internal
DRV-0001891,Equities,164.1915925663541,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001892,Volatility,85.19194854386478,2026-02-11 09:48:00.294055,Bloomberg
DRV-0001893,Credit,117.9314555584379,2026-02-10 09:48:00.294055,Internal
DRV-0001894,Equities,129.23883810792103,2026-02-08 09:48:00.294055,Refinitiv
DRV-0001895,Commodities,114.26179549688793,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001896,Rates,3.6380096572218044,2026-02-10 09:48:00.294055,Internal
DRV-0001897,FX,137.57731827963403,2026-02-11 09:48:00.294055,Internal
DRV-0001898,Rates,3.4282907179354636,2026-02-11 09:48:00.294055,Refinitiv
DRV-0001899,Rates,3.3841929947521376,2026-02-09 09:48:00.294055,Internal
DRV-0001900,FX,107.55583807179788,2026-02-11 09:48:00.294055,Internal
