instrument_id,desk,book,asset_class,pnl,pnl_delta,pnl_gamma,pnl_vega,pnl_rho,pnl_cs01,pnl_theta,pnl_convexity,pnl_cross_gamma,pnl_funding,pnl_liquidity,position_count,pct_total,rank
INS-001870,Structured Solutions,BOOK-020,Commodities,-449.3499362260197,-1.437497920166287,0.0009072841889850734,0.0,0.0,0.0,-0.0073785663668297745,0.0,0.0,-260.41044594399744,-187.4955210796781,1,0.04013237753787064,413
INS-001886,EM Credit,BOOK-020,FX,-448.98532909066944,-0.4066746692119321,0.00043149317443754446,0.5109565404266309,0.0,0.0,-0.012541916435908365,0.0,-0.00036209807440590634,-261.0913595584583,-187.98577888208996,1,0.04009981371616017,414
INS-002207,IG Credit,BOOK-040,Rates,-448.97194047928815,0.0800792130761446,4.502253045625245e-06,0.0,0.0006362176451790874,0.0,0.001209095982934445,3.7708824424388315e-06,0.0,-261.0778333018186,-187.97603997730934,1,0.04009861795142684,415
INS-000968,Equity Derivatives,BOOK-090,FX,-448.8533481208389,-0.41924991246678,0.00043701425023625983,0.01576080476625387,0.0,0.0,-0.010878986257451978,0.0,-0.0005323037676409333,-260.7202818240486,-187.71860291331495,1,0.04008802622119903,416
INS-002178,FX Options,BOOK-016,Equities,-448.53692433758226,0.8489887518434855,0.00205955073400613,0.7090286627379238,0.0,0.0,-0.007275515015769753,0.0,-0.0011525305246054363,-261.6794030566031,-188.40917020075423,1,0.04005976575489459,417
INS-001510,EM Credit,BOOK-007,Commodities,-448.53130424610936,-0.6197235119123016,0.0014527090609571893,0.0,0.0,0.0,-0.009262575433152374,0.0,0.0,-260.40916910920055,-187.49460175862433,1,0.040059263812834284,418
INS-000248,Municipal,BOOK-060,Equities,-448.2739485588254,0.831498727560925,0.0018471768568430445,0.38263870919025145,0.0,0.0,-0.006623546639520904,0.0,-0.001432451182282077,-261.326672775937,-188.1552043986746,1,0.04003627884105407,419
INS-000409,Structured Solutions,BOOK-096,Volatility,-448.19440264739967,0.0,0.0,0.1445759851424487,0.0,0.0,-0.010541089165989562,0.0,0.0,-260.6560683391722,-187.67236920420396,1,0.040029174430233974,420
INS-000613,Commodities,BOOK-088,Commodities,-448.0887146179813,0.5738755926792009,0.0006202621419154012,0.0,0.0,0.0,-0.005258519075120755,0.0,0.0,-260.8476464847252,-187.8103054690021,1,0.04001973521247537,421
INS-003122,EM FX,BOOK-017,Volatility,-448.07764791747366,0.0,0.0,0.1334519222235775,0.0,0.0,-0.018743154910152493,0.0,0.0,-260.57695156092274,-187.61540512386435,1,0.040018746822432186,422
INS-003418,Rates Exotics,BOOK-037,Volatility,-447.9371120550692,0.0,0.0,0.13376229732009143,0.0,0.0,-0.015355381060701235,0.0,0.0,-260.49739475077246,-187.55812422055612,1,0.04000619527221946,423
INS-000286,Municipal,BOOK-098,Volatility,-447.77647311479643,0.0,0.0,0.1550365752683593,0.0,0.0,-0.0023197546141091887,0.0,0.0,-260.4239476368899,-187.50524229856072,1,0.03999184827430408,424
INS-003497,Structured Solutions,BOOK-089,Rates,-447.4653309962274,-0.013508122906669291,7.224306922625301e-07,0.0,0.004411441372954312,0.0,-0.005056328043704237,2.3306184721186315e-06,0.0,-260.14603548819724,-187.30514555150197,1,0.039964059524459764,425
INS-001002,Prime Finance,BOOK-004,Commodities,-447.4527209243996,-1.078601966611642,0.0012815747191822695,0.0,0.0,0.0,-0.011858392345218325,0.0,0.0,-259.51368729079184,-186.8498548493701,1,0.03996293329271347,426
INS-001778,Prime Finance,BOOK-019,Rates,-447.38530992279095,0.03103625649370138,2.3308454899991384e-06,0.0,0.001299770938666291,0.0,-0.012696286839519287,3.5332787216126084e-06,0.0,-260.11916019041166,-187.28579533709637,1,0.039956912675932064,427
INS-000045,Municipal,BOOK-060,Rates,-447.1090358313621,-0.022080897750499682,3.104250138924799e-06,0.0,-0.003893176858891651,0.0,-0.011975839444911752,3.4965982310683024e-06,0.0,-259.92505378962574,-187.1460387285305,1,0.03993223806212379,428
INS-001575,XVA,BOOK-018,Rates,-447.084721468005,0.026207157404345215,3.0445054992139376e-06,0.0,0.0018401127301946646,0.0,-0.009906321894026269,2.2793737633274646e-06,0.0,-259.9435277558865,-187.15933998423827,1,0.03993006649575385,429
INS-001971,EM Rates,BOOK-010,Commodities,-446.68305579522536,0.318431635166896,0.0008125047022158269,0.0,0.0,0.0,-0.012495044561445231,0.0,0.0,-259.8777935410076,-187.11201134952546,1,0.03989419289897673,430
INS-001189,G10 FX,BOOK-016,Credit,-446.636513363765,0.0,0.0,0.0,0.0,0.00797028689258166,-0.010782627052541374,0.0,0.0,-259.67075640907274,-186.96294461453232,1,0.03989003609760588,431
INS-000453,EM Credit,BOOK-093,Equities,-446.477620611119,-1.0841403114643011,0.0027761616450374823,1.0127714659000788,0.0,0.0,-0.005319251407253755,0.0,-0.0010814438929219476,-259.53641118133703,-186.86621605056263,1,0.03987584505533985,432
INS-002123,XVA,BOOK-033,Credit,-446.3785805885138,0.0,0.0,0.0,0.0,0.004254804749666584,-0.0066052139009586145,0.0,0.0,-259.5210640577689,-186.85516612159358,1,0.03986699958489885,433
INS-002198,IG Credit,BOOK-050,Volatility,-446.1604822859092,0.0,0.0,0.08240701994929542,0.0,0.0,0.005257114227988134,0.0,0.0,-259.4465967558642,-186.80154966422222,1,0.03984752077180719,434
INS-000215,Equity Derivatives,BOOK-033,Commodities,-445.8609250215661,0.2999284861076978,0.00030291451919843717,0.0,0.0,0.0,-0.01210238371673406,0.0,0.0,-259.38898490609085,-186.76006913238538,1,0.0398207666893925,435
INS-002342,G10 FX,BOOK-035,Equities,-445.72420103297037,-1.5918129334800237,0.002354449001321446,0.14335802987982854,0.0,0.0,-0.0055096747592326386,0.0,-0.000642997147239515,-258.2976441316657,-185.9743037747993,1,0.03980855558555905,436
INS-002725,Cash Equities,BOOK-043,Commodities,-445.66535343569126,-0.283769980447222,5.0705311081575704e-05,0.0,0.0,0.0,-0.0010083961970934728,0.0,0.0,-258.9422242816035,-186.4384014827545,1,0.03980329978423184,437
INS-000503,Securitized Products,BOOK-064,Volatility,-445.59036300231264,0.0,0.0,0.1909768918977931,0.0,0.0,-0.0062948083680002,0.0,0.0,-259.17153784060605,-186.60350724523633,1,0.03979660223263239,438
INS-002857,IG Credit,BOOK-065,Credit,-445.53662680095374,0.0,0.0,0.0,0.0,0.007000674514452102,-0.005562499869500693,0.0,0.0,-259.0337587067434,-186.50430626885523,1,0.03979180294070749,439
INS-001847,Equity Derivatives,BOOK-079,Equities,-445.3823615819299,-2.101801532300598,0.00365364931617074,0.37879099302198704,0.0,0.0,-0.010299561593975251,0.0,-0.0016830101530239002,-257.93664076757005,-185.7143813526504,1,0.0397780251930954,440
INS-001657,HY Credit,BOOK-089,Volatility,-445.00482707288165,0.0,0.0,0.05406472901043641,0.0,0.0,-0.011903300127668858,0.0,0.0,-258.7482491289328,-186.2987393728316,1,0.03974430680074856,441
INS-000758,Rates Macro,BOOK-006,Equities,-444.92246663599053,-2.509210135894588,0.0017770233538375408,0.14133597183313926,0.0,0.0,-0.017590290923267162,0.0,-0.0007686669870041829,-257.2895410101004,-185.24846952727228,1,0.03973695101880441,442
INS-002381,Rates Macro,BOOK-075,FX,-444.7160553036758,0.7934295687079237,0.00016739487457554837,0.21461259911005073,0.0,0.0,-0.008394090432904143,0.0,-0.0005126769626070498,-259.13683610405394,-186.57852199491884,1,0.039718515993340454,443
INS-002647,HY Credit,BOOK-027,Credit,-444.4338500933609,0.0,0.0,0.0,0.0,0.004440062728635874,-0.009959413260966181,0.0,0.0,-258.38856438536544,-186.0397663574631,1,0.0396933116589666,444
INS-003447,Commodities,BOOK-085,FX,-444.35960999006056,-0.6316637505158322,0.00023018403210296645,0.36244797753954594,0.0,0.0,-0.010615416153693357,0.0,-0.0002579957886068822,-258.1859017378919,-185.89384925128218,1,0.039686681120907286,445
INS-001191,EM FX,BOOK-011,Equities,-444.1847009161008,1.649718030835665,0.0012815924185535876,0.21758786443814068,0.0,0.0,-0.012706722176550878,0.0,-0.001244382033270008,-259.3251961044089,-186.71414119517442,1,0.03967105962766772,446
INS-000436,Municipal,BOOK-015,Rates,-444.0905514392708,0.04860952314303403,2.238147666580507e-06,0.0,0.0045175735774013,0.0,-0.022788550882792413,1.6439754273891383e-06,0.0,-258.20982201583234,-185.91107185139927,1,0.03966265094204317,447
INS-001448,G10 FX,BOOK-100,Volatility,-443.89139838541576,0.0,0.0,0.20097563985838263,0.0,0.0,-0.01656092785897746,0.0,0.0,-258.1836122659391,-185.8922008314761,1,0.03964486416852707,448
INS-000622,Structured Solutions,BOOK-093,Equities,-443.7043458859755,0.12293833261635657,0.00037961208990944337,0.5468001577625373,0.0,0.0,-0.010611837751485451,0.0,-0.0015986650479733657,-258.3501473753749,-186.0121061102699,1,0.0396281581206972,449
INS-002116,Prime Finance,BOOK-085,FX,-443.5342616654217,-0.711812457277759,9.431465105125268e-05,0.344662262007873,0.0,0.0,-0.0061871252445506175,0.0,-0.0003946598274613431,-257.6515255812389,-185.50909841849196,1,0.039612967545151936,450
INS-003172,HY Credit,BOOK-017,Volatility,-443.5145167959098,0.0,0.0,-0.09504759795409279,0.0,0.0,-0.009467816019226779,0.0,0.0,-257.79651243135845,-185.61348895057804,1,0.03961120408978274,451
INS-001514,Rates Macro,BOOK-066,FX,-443.39998721697236,-0.05299113372358239,0.00017993671554094172,0.5082905143579146,0.0,0.0,-0.00646996941901824,0.0,-0.0003668007339233126,-258.0515289326566,-185.79710083151272,1,0.03960097521484448,452
INS-002944,Rates Exotics,BOOK-038,FX,-443.34912199362617,0.48554498413896663,0.00013361411100229316,0.20003203231716934,0.0,0.0,-0.00800508724937748,0.0,-0.00045943727992481335,-258.1548651742233,-185.87150292544072,1,0.03959643233593807,453
INS-000765,Commodities,BOOK-098,Equities,-443.2620188824627,1.1845624887169641,0.002551400525420465,1.2684963972968881,0.0,0.0,-0.009545715211673222,0.0,-0.0016197557274587548,-259.13166494073425,-186.5747987573286,1,0.03958865297588898,454
INS-001978,Cash Equities,BOOK-084,Equities,-443.2569987594757,0.08774657863999445,0.0032782830292795682,0.9926138057590841,0.0,0.0,-0.007629174287931773,0.0,-0.001831775108605595,-258.3320793473881,-185.99909713011942,1,0.0395882046182622,455
INS-000891,Equity Derivatives,BOOK-001,Rates,-443.0644508543419,-0.052418352568996324,3.825425876579404e-06,0.0,0.0035272653746954152,0.0,-0.007591431021213509,1.5819502275090234e-06,0.0,-257.5627754322689,-185.44519831123358,1,0.03957100776431836,456
INS-002683,Commodities,BOOK-075,Equities,-442.31994682669153,-1.321772603204623,0.003902900417525764,0.4632954894132753,0.0,0.0,-0.011888163745739448,0.0,-0.00050770088394693,-256.6587074120279,-184.79426933666005,1,0.0395045145608986,457
INS-001095,IG Credit,BOOK-061,FX,-442.2764801824204,-0.24397461150870903,0.00040148180322971584,0.3822002394356841,0.0,0.0,-0.008918135513386858,0.0,-0.0004028737155793946,-257.2126664435591,-185.19311983936254,1,0.039500632464479844,458
INS-003487,Cross-Asset Vol,BOOK-026,Equities,-442.26623403645823,0.7091363764895665,0.0027872001152442305,0.6867595801039386,0.0,0.0,-0.011999738825053324,0.0,-0.000900996731186902,-257.93721887070393,-185.7147975869068,1,0.039499717359870026,459
INS-002780,XVA,BOOK-039,Rates,-442.0762400741737,0.07212181699577616,2.2569347253182735e-06,0.0,0.001447801103478278,0.0,-0.007664734164251567,2.4768747730509374e-06,0.0,-257.0593893557664,-185.08276033615178,1,0.03948274860387473,460
INS-001368,Volatility Trading,BOOK-025,Equities,-441.8457339379608,-0.7992751356718908,0.000521833036589338,0.3665434743724467,0.0,0.0,-0.018599524181979486,0.0,-0.0007550092601792395,-256.62451719549756,-184.7696523807582,1,0.039462161621352854,461
INS-002335,Cross-Asset Vol,BOOK-032,Credit,-441.71198262870746,0.0,0.0,0.0,0.0,0.007001219226126419,-0.006797255117607453,0.0,0.0,-256.80941080977675,-184.90277578303923,1,0.03945021601369522,462
INS-002915,Volatility Trading,BOOK-044,Equities,-441.67361864349243,1.5346210360353676,0.003808806813919693,0.38774027351550816,0.0,0.0,-0.005483243541194134,0.0,-0.0023422058535505774,-257.9023042502689,-185.6896590601936,1,0.039446789646371265,463
INS-002019,G10 FX,BOOK-072,Commodities,-441.5895229261297,-0.5327184514080705,0.0009171126482703061,0.0,0.0,0.0,-0.008629999655828769,0.0,0.0,-256.4238904579733,-184.62520112974076,1,0.039439278882918476,464
INS-000212,Rates Macro,BOOK-093,Commodities,-441.20625738853323,-0.651605419123062,0.0009805643180448977,0.0,0.0,0.0,-0.004695423545429647,0.0,0.0,-256.1342657617342,-184.4166713484486,1,0.03940504864049035,465
INS-001474,HY Credit,BOOK-005,FX,-441.18186815110244,0.46820022044295007,0.00029670204666281975,0.4010213413065766,0.0,0.0,-0.00944497786473069,0.0,-0.00037213732847177303,-257.0009123835497,-185.04065691615574,1,0.03940287038696115,466
INS-001735,Securitized Products,BOOK-067,Volatility,-441.04170480355765,0.0,0.0,0.08691767674615816,0.0,0.0,-0.007402973708902685,0.0,0.0,-256.46582529453195,-184.65539421206296,1,0.03939035210682544,467
INS-002449,Securitized Products,BOOK-058,Commodities,-441.0210616308725,0.13458974942602014,-9.188709743294078e-06,0.0,0.0,0.0,-0.011668585451717858,0.0,0.0,-256.47905442217274,-184.66491918396432,1,0.039388508422131194,468
INS-001222,IG Credit,BOOK-061,Credit,-440.8480377912051,0.0,0.0,0.0,0.0,0.00664607383196586,-0.012451726548454287,0.0,0.0,-256.3036233363306,-184.538608802158,1,0.039373055303087934,469
INS-000414,IG Credit,BOOK-018,Rates,-440.5651278687517,0.05001048725973058,3.4809629662974605e-06,0.0,0.005767830028493686,0.0,-0.003391241285496883,9.78302224675085e-07,0.0,-256.17297639768583,-184.44454300633376,1,0.03934778802940705,470
INS-000043,EM Rates,BOOK-066,Commodities,-440.3203268221713,-0.9465107359040543,6.28479270813656e-05,0.0,0.0,0.0,-0.01200608955763862,0.0,0.0,-255.44294932827714,-183.9189235163595,1,0.03932592433870411,471
INS-002937,EM Rates,BOOK-053,Commodities,-440.15349494545455,0.8404375289561676,0.0002754261737471039,0.0,0.0,0.0,-0.011401609234004002,0.0,0.0,-256.38535249497124,-184.59745379637926,1,0.03931102423675243,472
INS-003145,Equity Derivatives,BOOK-033,Commodities,-440.13225230908006,-1.094658247610409,0.000655000608306097,0.0,0.0,0.0,-0.011877846795330157,0.0,0.0,-255.2478902414434,-183.7784809738392,1,0.0393091270127091,473
INS-002843,FX Options,BOOK-025,Commodities,-440.11729652413976,0.5814747111644574,0.00033002663529557,0.0,0.0,0.0,-0.011833857681688133,0.0,0.0,-256.21352756061503,-184.4737398436428,1,0.039307791280445196,474
INS-001936,FX Options,BOOK-070,Rates,-439.8805623721193,-0.06164002155437823,2.632121793962226e-06,0.0,0.003046093622334556,0.0,-0.017425014438750445,1.1761421910924862e-06,0.0,-255.70031816163518,-184.10422907637732,1,0.03928664806087608,475
INS-000558,Securitized Products,BOOK-096,Volatility,-439.6401776559791,0.0,0.0,0.10732335144505406,0.0,0.0,-0.010840364735465612,0.0,0.0,-255.66084921086554,-184.07581143182315,1,0.03926517880183157,476
INS-001108,Commodities,BOOK-057,Volatility,-439.62658704155297,0.0,0.0,0.07798301745274609,0.0,0.0,-0.011721437259583025,0.0,0.0,-255.63537710566638,-184.05747151607974,1,0.039263964995786105,477
INS-000619,Equity Derivatives,BOOK-030,Rates,-439.61329776507387,-0.024685333030427897,2.0485153274629642e-06,0.0,0.004750532687585044,0.0,-0.011120696790944488,2.9542309246842815e-06,0.0,-255.5710739945851,-184.01117327610123,1,0.039262778102859525,478
INS-002318,Structured Solutions,BOOK-065,Equities,-439.28911893102185,-0.96830603157135,0.001510063947092993,0.633499075700158,0.0,0.0,-0.012615799959366706,0.0,-0.0010428932819215415,-255.19893217782356,-183.7432311680329,1,0.03923382501683657,479
INS-001327,IG Credit,BOOK-056,Commodities,-439.23614011815914,1.219277240697166,0.0008915712360963629,0.0,0.0,0.0,-0.008805958297287426,0.0,0.0,-256.07412963476463,-184.3733733370305,1,0.03922909336885377,480
INS-000754,Rates Macro,BOOK-074,Volatility,-438.90370594159003,0.0,0.0,0.2994886596741793,0.0,0.0,-0.008060284285245765,0.0,0.0,-255.346008323825,-183.849125993154,1,0.03919940298101792,481
INS-001339,FX Options,BOOK-025,Commodities,-438.89565587157404,-0.5839261207196241,0.0006929757243802804,0.0,0.0,0.0,-0.006123077034864911,0.0,0.0,-254.829243982293,-183.4770556672509,1,0.039198684012519115,482
INS-003076,EM FX,BOOK-072,Commodities,-438.8406177936978,-0.6544721470479188,0.0008247358208304857,0.0,0.0,0.0,0.0018448144800581618,0.0,0.0,-254.76093906799466,-183.42787612895611,1,0.03919376844729429,483
INS-003348,Rates Macro,BOOK-051,Rates,-438.8149266200825,-0.05188015540881879,1.6625602172309052e-06,0.0,0.0015774976778107574,0.0,-0.006180823680345166,2.0669957947441698e-06,0.0,-255.09212027222512,-183.66632659600205,1,0.03919147391513617,484
INS-001076,EM Credit,BOOK-082,Rates,-438.8052069718094,0.03974105093656669,1.8640321204093493e-06,0.0,0.0021139228878824796,0.0,-0.010853664380410228,2.8941397446633836e-06,0.0,-255.13733316245657,-183.6988798769687,1,0.039190605833130186,485
INS-000143,XVA,BOOK-080,FX,-438.79726787805583,0.17746952067539293,0.00022793235775990043,0.4039418420984217,0.0,0.0,-0.01408881539492537,0.0,-0.00047202025015190377,-255.4443874055479,-183.91995893199444,1,0.03918989677615222,486
INS-000610,Rates Macro,BOOK-067,Volatility,-438.49148120046937,0.0,0.0,-0.005216383703626318,0.0,0.0,-0.011511533822076963,0.0,0.0,-254.92718214124633,-183.54757114169732,1,0.039162586331882396,487
INS-000910,Rates Exotics,BOOK-054,Rates,-438.4903888499555,-0.053025378487556334,1.7855463423933431e-06,0.0,2.2494486021303713e-05,0.0,-0.005514831697170536,5.294129997436328e-06,0.0,-254.90225477554253,-183.52962343839062,1,0.03916248877178571,488
INS-002271,XVA,BOOK-019,FX,-438.407478384641,-0.2954602333758192,0.0001511687166039539,0.032160775529271705,0.0,0.0,0.0011584679077853547,0.0,-0.00026798990023146874,-254.73559335669688,-183.40962721682175,1,0.03915508386565889,489
INS-002266,IG Credit,BOOK-066,Rates,-438.226884904524,-0.03402701388303756,2.2384392630064737e-06,0.0,-0.0017591394256770204,0.0,-0.0024337154742018158,6.68912472992322e-07,0.0,-254.76085345528656,-183.4278144878063,1,0.03913895468628078,490
INS-003498,Rates Exotics,BOOK-087,Equities,-438.1980308296485,0.2782363873024608,0.002432927699735579,0.5831713810438928,0.0,0.0,-0.009564691124274396,0.0,-0.002059530339908442,-255.26177168850606,-183.78847561572434,1,0.03913637766883167,491
INS-000839,Securitized Products,BOOK-070,Rates,-438.1057730362322,-0.06717496945923156,1.8394676059869728e-06,0.0,0.003100068705916748,0.0,0.003613862542864618,5.05054086960729e-06,0.0,-254.67751098141292,-183.3678079066173,1,0.03912813793338787,492
INS-003137,HY Credit,BOOK-013,Credit,-438.0632788513045,0.0,0.0,0.0,0.0,0.006483338340116227,-0.014965146611393273,0.0,0.0,-254.68302153664726,-183.37177550638597,1,0.03912434268933597,493
INS-002672,Municipal,BOOK-026,Volatility,-437.6570964562534,0.0,0.0,0.01839520488769811,0.0,0.0,-0.009360891085806155,0.0,0.0,-254.45705277328796,-183.2090779967673,1,0.039088065694697145,494
INS-001624,Municipal,BOOK-041,Rates,-437.0068253023732,0.04587424575516272,3.4279427602509555e-06,0.0,0.003510732106596116,0.0,0.0019002816289204287,1.6292979692640356e-06,0.0,-254.10355559250272,-182.9545600266019,1,0.03902998862525615,495
INS-002760,IG Credit,BOOK-070,Equities,-436.8580837643352,1.0325692201388283,0.002404662100465677,-0.15080751358870753,0.0,0.0,-0.01633118659499518,0.0,-0.0017506159920220364,-254.49079554092955,-183.23337278946926,1,0.03901670420908322,496
INS-000169,HY Credit,BOOK-041,Equities,-436.83048777467127,1.0422833039551465,0.0037818479883931426,0.9868883708309801,0.0,0.0,-0.0019222858200456218,0.0,-0.0012129628037651327,-255.15134072605932,-183.70896532276268,1,0.039014239553841416,497
INS-000463,Equity Derivatives,BOOK-009,Commodities,-436.8286151895261,-1.3190449757557925,0.0009965747188112677,0.0,0.0,0.0,-0.0037746129520620938,0.0,0.0,-253.20162335787037,-182.30516881766667,1,0.039014072309366765,498
INS-002088,Volatility Trading,BOOK-100,Credit,-436.6424981807719,0.0,0.0,0.0,0.0,0.004196914237307434,-0.0005772531032812485,0.0,0.0,-253.8640220011081,-182.7820958407978,1,0.038997449812156075,499
INS-003220,Municipal,BOOK-012,Equities,-436.5092940669814,-1.3272407213292918,0.002401030081376546,0.5445544466165942,0.0,0.0,-0.010135281412984943,0.0,-0.002231242958819332,-253.32362924301063,-182.39301305496764,1,0.03898555307566349,500
INS-002247,Cross-Asset Vol,BOOK-033,Credit,-436.4299988040351,0.0,0.0,0.0,0.0,0.004491569907172119,-0.005514693820254567,0.0,0.0,-253.73777655821047,-182.69119912191152,1,0.0389784710507805,501
INS-003270,EM Credit,BOOK-094,Volatility,-436.3397318863524,0.0,0.0,0.3569921975115454,0.0,0.0,0.0018573328900022231,0.0,0.0,-253.89452407950813,-182.8040573372458,1,0.03897040912458986,502
INS-001044,EM FX,BOOK-088,Equities,-436.28948957219507,0.6108800531244564,0.003016405156564899,-0.15334652258230738,0.0,0.0,-0.014777434774744688,0.0,-0.0006704397001381134,-253.91546025198772,-182.81913138143113,1,0.038965921878998874,503
INS-000947,Prime Finance,BOOK-068,Volatility,-436.25514387368264,0.0,0.0,0.07517876578692485,0.0,0.0,-0.007767422694178251,0.0,0.0,-253.67590419579966,-182.64665102097572,1,0.03896285439321913,504
INS-001315,Rates Macro,BOOK-014,Volatility,-436.21816297944974,0.0,0.0,0.0857971514118663,0.0,0.0,-0.006496854416007285,0.0,0.0,-253.66131585839864,-182.636147418047,1,0.03895955155262788,505
INS-000234,IG Credit,BOOK-043,Commodities,-436.01013438057214,0.5623116236217003,0.0002750890318499888,0.0,0.0,0.0,-0.005518400948361742,0.0,0.0,-253.81814110016128,-182.74906159211608,1,0.03894097208572298,506
INS-003356,Rates Macro,BOOK-092,Equities,-435.94243518814676,1.7466032941908747,0.004745926786137293,-0.151557216718776,0.0,0.0,-0.008295640776270848,0.0,-0.0010184368043993043,-254.3796006481537,-183.15331246667066,1,0.03893492573002025,507
INS-002109,IG Credit,BOOK-034,FX,-435.9159434704741,-0.3203256536946917,0.0005788562312994942,0.2570003511346438,0.0,0.0,-0.017720486331846457,0.0,-0.0003175103323043104,-253.39253431830303,-182.44262470917818,1,0.03893255969960707,508
INS-003125,Cross-Asset Vol,BOOK-008,Equities,-435.8642424602091,-1.5213788520236726,0.0017495864127900975,0.27724772015383475,0.0,0.0,0.0009543401680947309,0.0,-0.0012357422512163608,-252.68696483294707,-181.93461467972182,1,0.03892794217483235,509
INS-000636,Cash Equities,BOOK-016,Commodities,-435.8191076435962,-0.5130574637010376,0.0005661753185077556,0.0,0.0,0.0,-0.010268849989091415,0.0,0.0,-253.07927180536316,-182.21707569986143,1,0.038923911090471636,510
INS-002237,Structured Solutions,BOOK-039,FX,-435.7854547812374,-0.5500994019027521,0.0005932656960974304,0.25291632911132633,0.0,0.0,-0.015349495194412296,0.0,-0.00040014423803045316,-253.1820437992498,-182.29107153545982,1,0.03892090548332999,511
INS-002356,G10 FX,BOOK-040,Equities,-435.5786332183141,-0.5879731831256473,0.0020403139698991946,0.29907826837297474,0.0,0.0,-0.0159120256592153,0.0,-0.0007966163181247278,-253.06690114857793,-182.20816882697608,1,0.038902433819317045,512
INS-002471,HY Credit,BOOK-074,Volatility,-435.1871892459101,0.0,0.0,0.10049986857786193,0.0,0.0,-0.02241806724453749,0.0,0.0,-253.06120409723457,-182.20406695000887,1,0.03886747314386356,513
INS-001807,EM Rates,BOOK-094,Rates,-435.13345527126694,0.01324050857332138,6.679907320548935e-07,0.0,0.00699137078303964,0.0,-0.00969732068776693,3.2409826387229256e-06,0.0,-252.9906940342494,-182.15329970465953,1,0.03886267405081127,514
INS-000097,EM FX,BOOK-032,FX,-434.9637707408877,-0.4648307750466045,0.00042876798980358397,0.43320488302783083,0.0,0.0,-0.005252282039541464,0.0,-0.0005327205441795831,-252.86441198504363,-182.06237662923138,1,0.03884751917242693,515
INS-001794,EM FX,BOOK-078,FX,-434.6281087417239,-0.7411044352202792,0.00024224585973019826,0.2751315833458162,0.0,0.0,-0.01569339851646042,0.0,-0.0005390153604384515,-252.41054983827462,-181.73559588355766,1,0.038817540501040665,516
INS-000603,Cash Equities,BOOK-098,Commodities,-434.5988818257857,0.5983689998403937,0.0007263566195962777,0.0,0.0,0.0,-0.009556720233676257,0.0,0.0,-253.01652352442562,-182.1718969375864,1,0.038814930184380675,517
INS-002865,FX Options,BOOK-050,Rates,-434.5229647590662,0.035827206233862596,3.8064625716550146e-06,0.0,0.0029429200637998343,0.0,-0.00846492130738084,3.2949480772756764e-06,0.0,-252.64725410782975,-181.9060229576374,1,0.03880814987322998,518
INS-002131,Structured Solutions,BOOK-002,Commodities,-434.27069697429897,-0.18131019329101736,0.001218576017232624,0.0,0.0,0.0,-0.006756679791767243,0.0,0.0,-252.3743306262985,-181.7095180509349,1,0.03878561931260734,519
INS-000255,EM FX,BOOK-074,Credit,-434.2180144678574,0.0,0.0,0.0,0.0,0.008562925324558508,-0.01861550863251841,0.0,0.0,-252.44648946776132,-181.7614724167881,1,0.038780914128367386,520
INS-000277,Equity Derivatives,BOOK-041,Equities,-434.1566929725157,-1.2450220494927462,0.0033166086320430346,0.48945965780245715,0.0,0.0,-0.01411250740449832,0.0,-0.0015288702300700577,-251.97023593710634,-181.41856987471655,1,0.03877543737805802,521
INS-000405,Commodities,BOOK-052,Equities,-433.9986120020211,2.135149475807107,0.001043298803836373,0.5986775653778537,0.0,0.0,-0.009749640668692184,0.0,-0.0013796980251112572,-253.90834476936985,-182.81400823394623,1,0.03876131883774459,522
INS-000846,IG Credit,BOOK-037,Rates,-433.8523940959583,0.023938993242284826,4.67284872268368e-06,0.0,0.0035965230801292907,0.0,-0.001556768030894375,2.169691322495824e-06,0.0,-252.25487191092435,-181.62350777586548,1,0.03874825981239301,523
INS-003453,Cross-Asset Vol,BOOK-071,Equities,-433.5838579696375,1.2608657532210257,0.0018638479427682212,-0.05020352874409477,0.0,0.0,-0.010129785575515768,0.0,-0.0014783548198808814,-252.78184645445455,-182.00292944720724,1,0.03872427629234497,524
INS-001592,HY Credit,BOOK-039,Equities,-433.43705604015076,-0.8700529246053992,0.001640444320918952,-0.0403538275709058,0.0,0.0,-0.010517357448419534,0.0,-0.0012212991559414303,-251.46311109051803,-181.05343998517296,1,0.0387111651066465,525
INS-003127,Commodities,BOOK-011,Commodities,-433.0792522347899,-0.7373847462707904,0.0010653251043314976,0.0,0.0,0.0,-0.00469089106459731,0.0,0.0,-251.35944297823193,-180.97879894432697,1,0.03867920890448961,526
INS-001260,Cross-Asset Vol,BOOK-029,Commodities,-432.99303288275496,0.8802011072956619,0.0009054623482044166,0.0,0.0,0.0,-0.00527106341224358,0.0,0.0,-252.24934208662015,-181.61952630236644,1,0.03867150847480668,527
INS-003375,Prime Finance,BOOK-089,Commodities,-432.910041453188,1.052644455051374,0.0007707713904077741,0.0,0.0,0.0,-0.00794768585762282,0.0,0.0,-252.2997145312629,-181.65579446250928,1,0.03866409633759406,528
INS-002720,Cash Equities,BOOK-002,Rates,-432.8856776423619,-0.06855736294171838,3.1723917628847974e-06,0.0,0.006247555529529823,0.0,-0.011573301617393351,2.477288743111054e-06,0.0,-251.63476754826326,-181.17703263474954,1,0.03866192035496781,529
